income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,37398.44,118336,164928.94,Category C (Partnership/Proprietorship),4.31,187937.01,0,0,5,1,1,1,5,11.17,723
STABLE,44775.16,133569,244940.69,Category A (MNC/Govt/PSU),1.01,121657.53,0,0,0,0,0,0,0,77.43,703
FLUCTUATING,74218.34,159232,266162.31,Unlisted,6.28,519041.65,0,0,4,0,1,1,4,37.05,667
STABLE,22462.25,71444,183598.53,Category A (MNC/Govt/PSU),0.57,305493.31,0,0,2,0,0,0,3,69.57,704
STABLE,55701.47,111683,184880.79,Unlisted,10.75,217291.22,0,0,0,0,0,0,0,53.78,736
STABLE,54997.55,105981,201790.53,Category A (MNC/Govt/PSU),9.69,434906.15,0,0,1,0,0,0,1,43.27,777
STABLE,128343.66,253512,627299.58,Category A (MNC/Govt/PSU),6.04,267757.75,2,0,5,1,1,1,5,41.38,649
STABLE,123912.47,229046,409605.79,Category B (Private Ltd),5.2,299902.17,2,0,2,1,0,1,2,45.33,655
STABLE,95321.94,238682,272333.34,Category A (MNC/Govt/PSU),6.31,140987.46,0,0,4,1,0,1,4,86.51,666
STABLE,166202.05,289884,580583.48,Category A (MNC/Govt/PSU),2.47,990238.0,0,0,4,1,1,1,5,34.08,738
STABLE,74088.68,241422,309613.83,Category B (Private Ltd),1.66,171919.59,1,0,0,0,0,0,0,72.87,646
STABLE,70264.69,207013,615946.15,Category A (MNC/Govt/PSU),4.4,956184.19,0,0,2,0,0,1,2,51.14,786
STABLE,73943.95,199692,257917.41,Category A (MNC/Govt/PSU),5.71,819618.0,0,0,3,0,1,1,4,11.22,762
UNSTABLE,14874.03,25930,46009.45,Category A (MNC/Govt/PSU),4.66,21473.49,0,0,3,1,0,1,3,52.03,631
STABLE,38159.49,126032,372114.47,Category B (Private Ltd),0.82,7363.99,0,0,5,1,1,1,5,65.26,642
STABLE,91540.76,199889,516189.26,Category A (MNC/Govt/PSU),11.02,952070.8,0,2,0,0,0,0,0,58.24,667
STABLE,111612.66,191810,438859.16,Category A (MNC/Govt/PSU),0.11,12438.04,0,0,2,0,0,1,3,55.2,684
STABLE,6691.62,21179,59307.75,Category C (Partnership/Proprietorship),27.75,93541.97,0,0,0,0,0,0,0,77.81,657
STABLE,9000.83,17688,52249.4,Category C (Partnership/Proprietorship),1.67,36167.09,1,0,1,0,1,0,1,17.68,632
STABLE,61051.66,177115,275455.37,Category B (Private Ltd),0.08,16594.57,0,0,1,1,0,0,1,59.81,680
FLUCTUATING,49724.23,83960,226507.1,Category B (Private Ltd),5.54,249802.55,0,0,4,1,1,0,5,70.76,653
STABLE,93166.62,190664,495779.0,Category A (MNC/Govt/PSU),2.08,729275.09,0,0,3,1,1,1,3,85.37,660
FLUCTUATING,123055.93,294316,364226.3,Category C (Partnership/Proprietorship),0.91,1164938.57,0,0,0,0,0,0,0,28.3,665
STABLE,10578.32,25322,31923.41,Category A (MNC/Govt/PSU),1.08,48438.57,0,0,2,1,0,1,2,59.89,729
STABLE,108670.25,258319,645432.19,Category A (MNC/Govt/PSU),5.39,862481.31,0,0,1,0,0,0,2,90.0,706
UNSTABLE,99618.73,166520,307739.1,Category B (Private Ltd),3.28,783352.59,0,0,4,0,1,1,4,33.82,671
STABLE,66443.92,163972,305511.13,Category C (Partnership/Proprietorship),3.48,619330.23,0,0,3,0,1,1,4,48.81,719
UNSTABLE,35363.89,62515,151637.08,Category B (Private Ltd),7.02,777.53,0,0,2,0,0,1,3,69.06,528
STABLE,21583.21,59572,172526.77,Unlisted,8.51,202162.03,0,0,3,1,0,1,3,47.44,695
STABLE,85343.41,169401,206876.08,Category A (MNC/Govt/PSU),5.76,482291.44,0,0,0,0,0,0,1,19.34,779
FLUCTUATING,111787.33,235863,706045.61,Category A (MNC/Govt/PSU),7.56,1152008.34,0,2,1,0,0,0,2,27.39,588
STABLE,48524.49,103220,185224.75,Category C (Partnership/Proprietorship),3.08,332451.86,0,0,0,0,0,0,1,18.0,753
STABLE,40320.09,109364,169149.79,Category A (MNC/Govt/PSU),0.98,283672.96,0,0,1,0,0,1,2,94.69,673
STABLE,20695.76,55820,133135.52,Category A (MNC/Govt/PSU),3.69,107917.16,0,0,4,1,1,1,5,93.54,663
STABLE,43540.42,77145,116512.92,Category A (MNC/Govt/PSU),1.31,71959.08,0,0,4,1,0,1,5,53.74,720
STABLE,53475.02,96356,137928.51,Category C (Partnership/Proprietorship),10.66,3971.04,2,0,5,1,1,1,5,57.94,545
STABLE,108044.76,283387,661463.92,Category A (MNC/Govt/PSU),4.26,469871.24,1,0,1,0,0,0,2,68.79,715
STABLE,91641.87,173301,518934.3,Category C (Partnership/Proprietorship),10.48,779523.23,0,0,0,0,0,0,1,16.44,753
FLUCTUATING,120453.21,226989,400669.05,Category B (Private Ltd),2.28,7346.55,0,0,5,1,1,1,5,87.58,482
FLUCTUATING,10501.3,18014,25773.6,Category B (Private Ltd),0.33,88335.49,0,0,1,0,0,0,2,39.43,616
STABLE,53143.55,155750,301332.24,Category A (MNC/Govt/PSU),3.11,583425.37,0,0,4,1,1,1,4,83.88,671
UNSTABLE,141661.65,283765,630893.21,Category B (Private Ltd),2.72,390662.25,0,0,2,1,0,1,2,87.9,542
UNSTABLE,72017.36,120827,289294.77,Category C (Partnership/Proprietorship),20.31,8103.18,0,0,1,0,0,0,1,81.57,514
STABLE,110056.46,237502,444258.05,Category B (Private Ltd),2.56,456958.05,1,0,4,1,1,1,5,89.21,633
FLUCTUATING,114239.3,198564,386113.24,Category B (Private Ltd),2.18,681780.95,0,0,4,1,1,1,4,27.25,683
FLUCTUATING,16455.14,41403,111479.84,Unlisted,3.01,3367.21,0,0,1,0,0,0,2,53.98,566
STABLE,95856.36,165196,219583.77,Category B (Private Ltd),0.3,150472.54,0,0,4,1,0,1,4,85.83,627
STABLE,60403.85,195085,378270.69,Category B (Private Ltd),0.08,315653.45,0,0,0,0,0,0,0,18.43,757
STABLE,48673.66,151786,344231.94,Category A (MNC/Govt/PSU),0.55,12768.89,0,0,3,1,1,0,4,23.8,669
UNSTABLE,130287.26,238745,662555.6,Category A (MNC/Govt/PSU),9.47,11268.96,0,0,1,1,0,0,2,34.69,585
FLUCTUATING,118847.16,223184,514060.67,Category A (MNC/Govt/PSU),0.79,527214.88,0,0,0,0,0,0,1,19.19,690
UNSTABLE,32265.25,68266,181081.21,Category A (MNC/Govt/PSU),2.86,235163.23,0,0,4,1,1,1,5,18.01,628
STABLE,13432.1,23144,34212.1,Category A (MNC/Govt/PSU),10.18,58836.22,0,0,1,0,0,0,1,85.07,648
STABLE,117417.63,207449,472113.15,Unlisted,19.68,4318.94,0,0,0,0,0,0,0,58.23,615
UNSTABLE,154183.11,284064,484927.52,Unlisted,7.74,13249.41,0,0,2,1,1,0,3,68.19,478
STABLE,106702.97,183548,340554.78,Category C (Partnership/Proprietorship),8.84,96737.96,0,0,3,1,1,1,4,24.39,716
FLUCTUATING,72885.09,162252,378304.52,Category A (MNC/Govt/PSU),10.44,513682.63,1,0,4,0,1,1,5,44.68,688
UNSTABLE,98197.32,251495,572057.38,Category A (MNC/Govt/PSU),9.86,310201.94,0,0,4,1,1,1,4,55.54,647
STABLE,87634.7,225750,440327.59,Category A (MNC/Govt/PSU),1.67,8433.42,0,0,2,0,0,0,2,27.55,647
STABLE,39167.48,71804,104536.95,Category B (Private Ltd),0.44,107139.57,1,0,3,1,1,0,3,81.46,560
FLUCTUATING,136616.24,263270,695108.66,Unlisted,0.52,21502.84,0,0,4,1,1,1,4,79.69,522
UNSTABLE,50369.32,151295,257458.81,Category A (MNC/Govt/PSU),9.35,578966.53,0,0,1,0,0,0,2,33.91,696
UNSTABLE,126592.98,224255,520605.61,Category A (MNC/Govt/PSU),6.82,287151.08,0,0,0,0,0,0,0,92.29,579
FLUCTUATING,124584.27,234094,237976.13,Category A (MNC/Govt/PSU),1.11,265576.84,0,0,0,0,0,0,0,90.11,592
STABLE,113034.0,239635,579172.8,Category C (Partnership/Proprietorship),6.72,9088.49,0,0,4,1,1,1,4,73.55,600
STABLE,109426.81,224650,278685.34,Category A (MNC/Govt/PSU),8.81,967634.8,0,0,5,1,1,1,6,25.82,781
STABLE,42167.44,94622,245823.58,Unlisted,11.02,308009.49,0,0,1,1,0,0,1,12.48,732
STABLE,16629.53,49404,146487.43,Category A (MNC/Govt/PSU),10.86,41346.94,0,0,5,1,1,1,6,64.49,693
STABLE,24239.12,48398,77885.42,Category B (Private Ltd),0.49,156659.13,0,0,1,0,0,0,2,10.42,717
FLUCTUATING,7990.42,18187,50971.53,Category A (MNC/Govt/PSU),0.16,65132.61,0,0,2,1,1,0,2,31.62,625
STABLE,91879.14,184941,491339.79,Category C (Partnership/Proprietorship),6.4,145559.8,0,0,4,0,1,1,4,16.46,705
FLUCTUATING,98215.17,191379,437822.8,Category C (Partnership/Proprietorship),2.23,5437.56,0,0,3,0,1,1,4,88.54,465
FLUCTUATING,11038.94,35099,80947.87,Category C (Partnership/Proprietorship),13.21,50380.05,0,0,4,1,1,1,4,27.45,626
STABLE,128331.48,288963,357962.03,Category B (Private Ltd),4.6,11201.83,0,0,3,1,0,0,3,37.1,661
STABLE,72420.75,182415,525994.8,Category A (MNC/Govt/PSU),7.29,863446.82,0,0,4,1,1,0,4,88.95,692
UNSTABLE,137433.62,241372,322326.88,Category B (Private Ltd),7.4,906501.09,0,0,2,0,0,1,3,35.86,684
STABLE,21432.36,53787,109636.53,Category B (Private Ltd),19.7,220168.64,0,0,2,0,1,0,3,39.06,743
STABLE,116645.67,202711,291074.69,Unlisted,1.32,374890.8,0,0,0,0,0,0,0,14.02,716
STABLE,41892.81,121086,260886.73,Category C (Partnership/Proprietorship),1.07,9160.92,0,0,5,1,1,1,5,64.45,623
FLUCTUATING,64129.97,107196,177323.15,Unlisted,1.05,6526.12,0,0,1,0,1,0,2,69.43,528
STABLE,56116.55,106544,169916.65,Unlisted,16.26,313853.27,0,0,1,0,0,1,1,90.9,649
UNSTABLE,82987.31,145210,197125.04,Category B (Private Ltd),11.97,703511.69,0,0,4,1,1,0,5,84.76,590
UNSTABLE,88343.53,259268,601042.72,Unlisted,0.59,276653.33,0,0,5,1,1,1,5,73.2,545
FLUCTUATING,44695.85,78337,116730.96,Category B (Private Ltd),3.92,92565.37,0,0,0,0,0,0,0,64.33,620
UNSTABLE,42785.51,115846,155441.32,Category B (Private Ltd),4.42,435483.24,0,0,3,1,0,1,3,16.76,671
UNSTABLE,42060.95,85506,86015.64,Category A (MNC/Govt/PSU),1.63,3007.46,0,0,2,0,0,1,2,46.21,567
FLUCTUATING,16213.68,36615,83999.37,Category A (MNC/Govt/PSU),6.31,828.43,0,0,2,0,1,1,2,65.71,534
STABLE,81436.58,182195,380164.32,Category A (MNC/Govt/PSU),3.91,14048.71,0,0,3,1,0,1,3,43.68,682
STABLE,72840.0,160772,472434.71,Unlisted,2.66,451397.24,0,0,2,0,0,1,3,86.55,633
FLUCTUATING,87805.47,252330,433225.1,Category A (MNC/Govt/PSU),1.9,492286.32,0,0,0,0,0,0,0,18.11,695
STABLE,13009.06,43292,114879.46,Unlisted,6.49,1316.17,2,0,0,0,0,0,0,33.25,506
STABLE,62374.7,192069,515512.88,Category A (MNC/Govt/PSU),3.3,510707.25,1,1,5,1,1,1,6,43.43,658
STABLE,111600.13,193699,223832.83,Category A (MNC/Govt/PSU),21.99,260220.55,0,0,1,0,0,0,2,77.13,721
STABLE,18934.74,41104,102570.18,Category C (Partnership/Proprietorship),9.92,2216.45,0,0,1,1,0,0,1,72.79,637
FLUCTUATING,71439.94,163450,378443.06,Unlisted,6.81,4099.0,0,0,4,1,1,0,4,51.64,544
STABLE,57629.11,179198,330729.07,Category C (Partnership/Proprietorship),8.17,80108.71,0,0,4,1,0,1,5,86.52,653
UNSTABLE,45534.99,142602,261482.59,Category B (Private Ltd),0.72,72702.7,0,0,1,0,0,0,1,92.84,560
STABLE,72739.68,133505,338736.77,Category B (Private Ltd),0.53,320784.41,0,0,1,0,0,1,2,39.72,754
STABLE,11404.48,27447,65428.61,Category A (MNC/Govt/PSU),3.89,9169.82,0,0,0,0,0,0,0,14.91,728
STABLE,124004.62,252193,694774.04,Category B (Private Ltd),2.34,426000.09,0,0,5,1,1,1,6,12.62,738
FLUCTUATING,155185.51,268226,421900.62,Category A (MNC/Govt/PSU),2.9,1001679.31,0,0,3,1,1,0,4,88.45,608
STABLE,30953.51,51617,82566.76,Category C (Partnership/Proprietorship),0.27,143294.99,0,0,0,0,0,0,1,74.69,690
STABLE,96029.25,214641,243381.94,Category C (Partnership/Proprietorship),11.04,984500.87,0,0,5,1,1,1,5,59.93,746
STABLE,44132.15,79201,226082.65,Category A (MNC/Govt/PSU),0.5,239416.05,0,0,0,0,0,0,0,10.18,740
STABLE,120982.54,210357,256221.03,Category A (MNC/Govt/PSU),1.34,46716.63,0,0,5,1,1,1,5,90.74,643
FLUCTUATING,86627.71,146763,435170.01,Category B (Private Ltd),9.4,291280.79,0,0,1,0,0,0,1,33.21,712
STABLE,24097.01,72358,125953.26,Category A (MNC/Govt/PSU),8.23,291188.28,0,0,5,1,1,1,5,37.01,738
STABLE,103140.6,267655,513282.97,Category B (Private Ltd),9.31,413631.83,1,0,5,1,1,1,5,94.46,651
STABLE,82147.46,169219,198856.97,Category B (Private Ltd),13.36,307881.8,0,0,5,1,1,1,5,15.51,763
FLUCTUATING,54929.51,182035,216831.13,Category A (MNC/Govt/PSU),2.14,293157.54,0,0,0,0,0,0,1,43.06,695
STABLE,58818.55,192108,274331.32,Category A (MNC/Govt/PSU),0.17,475983.87,0,0,2,0,0,0,2,29.6,774
FLUCTUATING,32242.21,76326,103449.66,Category B (Private Ltd),4.43,166023.11,0,0,0,0,0,0,0,56.31,689
STABLE,16843.3,36403,54056.22,Category A (MNC/Govt/PSU),0.76,11111.9,0,1,5,1,1,1,6,74.58,621
STABLE,43849.15,113638,316844.91,Category A (MNC/Govt/PSU),3.07,303117.69,0,0,4,1,1,1,4,77.33,709
STABLE,47911.63,111242,315858.7,Category C (Partnership/Proprietorship),0.65,508118.45,0,0,4,0,1,1,4,76.48,676
FLUCTUATING,119121.16,262028,643954.35,Category B (Private Ltd),0.84,772723.33,0,0,4,1,1,1,5,73.88,650
STABLE,114340.04,253082,453289.47,Category A (MNC/Govt/PSU),6.62,461743.52,0,0,2,0,0,1,2,76.04,755
STABLE,48439.26,134032,364266.16,Category A (MNC/Govt/PSU),14.15,623097.75,2,0,2,1,0,0,2,17.29,712
FLUCTUATING,176435.44,298142,722794.58,Unlisted,23.89,274712.83,0,0,3,0,1,1,4,20.41,643
STABLE,70465.73,233930,399631.39,Category A (MNC/Govt/PSU),2.81,19647.85,0,0,3,0,1,1,4,48.98,681
FLUCTUATING,101458.69,299922,759330.41,Unlisted,14.99,650731.06,0,0,5,1,1,1,6,41.84,678
STABLE,50211.59,109332,319547.22,Unlisted,5.95,136814.58,0,0,4,1,0,1,4,58.64,678
STABLE,167759.99,292123,309280.14,Category C (Partnership/Proprietorship),2.48,1388439.11,0,0,5,1,1,1,5,26.75,720
STABLE,57403.2,139959,328314.09,Category A (MNC/Govt/PSU),6.04,334245.63,0,0,3,0,1,1,3,81.06,687
FLUCTUATING,22057.31,37228,86726.12,Category B (Private Ltd),0.86,36890.13,0,0,4,1,1,1,5,51.59,631
STABLE,48392.58,91156,269847.34,Unlisted,10.83,4406.84,0,0,1,0,0,0,1,22.64,640
STABLE,27939.39,61086,134027.75,Category C (Partnership/Proprietorship),2.07,227478.6,0,0,0,0,0,0,1,13.2,709
STABLE,82181.0,145422,368442.25,Category A (MNC/Govt/PSU),8.78,496266.12,0,0,3,0,0,1,4,15.71,796
STABLE,100842.13,271803,415355.23,Category A (MNC/Govt/PSU),5.82,582855.4,0,0,2,0,0,0,2,15.33,768
STABLE,67108.19,187250,406089.97,Category B (Private Ltd),1.74,8600.03,0,0,1,0,0,0,1,67.22,614
UNSTABLE,25143.24,67253,157815.63,Category C (Partnership/Proprietorship),8.23,196573.42,0,0,3,1,0,0,4,81.1,558
STABLE,82377.16,257135,455456.01,Category A (MNC/Govt/PSU),0.09,11732.95,0,0,0,0,0,0,0,13.36,654
STABLE,104283.59,255948,388585.38,Category B (Private Ltd),1.84,942298.89,0,0,1,0,0,0,1,27.59,766
STABLE,116214.63,241088,557851.95,Category B (Private Ltd),22.14,1126192.98,0,0,3,1,1,0,3,93.2,693
STABLE,35888.11,79676,105365.98,Unlisted,1.14,1027.42,0,0,5,1,1,1,5,52.98,558
STABLE,19061.24,34680,66762.11,Category B (Private Ltd),6.0,133775.34,0,0,5,1,1,1,5,42.32,733
FLUCTUATING,47859.09,121937,261749.32,Category B (Private Ltd),1.66,491332.15,2,0,3,1,0,1,4,13.11,615
STABLE,38215.1,110190,111892.47,Category A (MNC/Govt/PSU),6.96,250043.99,0,0,4,1,1,1,4,63.2,732
STABLE,128134.7,258920,485590.97,Unlisted,6.21,606802.98,0,0,3,1,1,0,4,34.78,726
UNSTABLE,22590.8,48503,133933.8,Unlisted,8.69,2421.07,0,0,4,1,1,1,4,85.66,413
FLUCTUATING,41850.28,137661,258380.63,Category A (MNC/Govt/PSU),4.7,621526.94,0,0,3,1,0,0,4,91.82,632
STABLE,19384.86,37057,101972.08,Category A (MNC/Govt/PSU),7.14,48730.24,2,0,1,1,0,0,1,83.02,573
STABLE,111445.53,217360,472993.62,Category C (Partnership/Proprietorship),0.06,376361.61,0,0,0,0,0,0,0,26.32,720
STABLE,24315.01,50079,90739.29,Category B (Private Ltd),15.39,1436.99,2,0,0,0,0,0,0,22.33,558
STABLE,17914.13,55419,61850.89,Category B (Private Ltd),15.83,105911.78,3,0,2,1,0,0,3,42.8,634
STABLE,127239.82,294771,454416.2,Category A (MNC/Govt/PSU),1.86,141489.99,0,0,4,1,1,1,4,15.39,712
STABLE,140512.21,267648,616167.97,Category C (Partnership/Proprietorship),0.46,229134.51,0,0,4,1,1,1,5,71.31,666
STABLE,56786.16,114755,248218.7,Unlisted,0.11,7596.07,0,0,2,0,1,0,3,84.7,547
UNSTABLE,84524.39,255735,639934.14,Category A (MNC/Govt/PSU),6.32,615898.25,0,0,2,0,1,0,2,74.77,657
STABLE,31445.1,82939,122801.37,Category B (Private Ltd),4.86,5366.15,0,0,5,1,1,1,5,56.93,685
STABLE,92641.56,176573,264500.44,Category B (Private Ltd),16.87,224448.23,0,0,2,0,0,1,3,61.74,733
STABLE,134063.14,275028,603370.25,Category A (MNC/Govt/PSU),5.03,79549.62,0,1,1,0,0,0,2,92.07,612
STABLE,75035.02,196390,420604.86,Category B (Private Ltd),7.46,598861.96,1,0,2,1,0,1,2,23.75,732
FLUCTUATING,159001.15,280649,464753.82,Category B (Private Ltd),9.63,1033047.43,0,0,2,1,0,0,2,51.91,699
UNSTABLE,13303.83,22413,57324.54,Category A (MNC/Govt/PSU),3.92,2029.78,0,0,0,0,0,0,1,54.38,560
FLUCTUATING,162768.59,276865,415872.19,Category A (MNC/Govt/PSU),0.16,665445.92,2,0,0,0,0,0,1,42.11,629
FLUCTUATING,21334.23,41914,112429.17,Category B (Private Ltd),4.22,94761.06,0,0,1,0,0,0,1,66.56,663
FLUCTUATING,106093.29,197287,256117.15,Unlisted,6.68,618411.15,0,0,2,1,1,0,3,84.33,588
STABLE,3871.84,12078,34302.28,Category B (Private Ltd),1.05,13804.72,0,0,2,0,0,0,2,83.95,597
STABLE,73859.15,174251,294110.49,Category B (Private Ltd),0.32,5185.18,0,0,4,1,1,1,5,33.52,628
UNSTABLE,38356.15,82622,168880.52,Category C (Partnership/Proprietorship),1.52,179355.66,0,0,1,0,0,0,2,26.91,652
STABLE,40090.28,96467,270342.3,Category C (Partnership/Proprietorship),5.08,58489.84,2,0,1,1,0,0,1,38.06,621
UNSTABLE,140652.19,245614,470383.78,Unlisted,4.49,6656.34,0,0,0,0,0,0,1,23.94,529
FLUCTUATING,78952.49,226202,340174.05,Category A (MNC/Govt/PSU),0.36,704882.12,0,0,0,0,0,0,0,38.37,686
FLUCTUATING,69497.82,163554,424430.33,Category A (MNC/Govt/PSU),4.83,272210.1,0,0,3,0,1,1,4,66.75,663
STABLE,75520.78,226220,296854.97,Unlisted,1.9,340848.69,1,0,0,0,0,0,1,61.71,659
STABLE,44759.98,118051,313910.58,Category C (Partnership/Proprietorship),22.94,325709.35,0,0,3,1,0,0,4,18.63,748
FLUCTUATING,162804.57,275945,345631.17,Category A (MNC/Govt/PSU),1.85,1311459.27,0,0,0,0,0,0,1,13.06,697
STABLE,143642.55,292564,755898.7,Category A (MNC/Govt/PSU),7.36,999641.14,0,0,4,0,1,1,5,67.38,742
UNSTABLE,56427.14,162504,223120.16,Unlisted,6.32,493452.34,0,0,3,1,1,0,3,80.7,537
STABLE,6653.07,21319,24258.49,Category C (Partnership/Proprietorship),0.12,90263.46,0,0,0,0,0,0,0,89.02,598
FLUCTUATING,104467.82,283104,291809.8,Category B (Private Ltd),1.31,690362.63,0,0,4,1,1,1,4,64.63,650
STABLE,154009.35,263685,698332.38,Category C (Partnership/Proprietorship),5.44,9079.62,0,0,5,1,1,1,5,87.85,540
FLUCTUATING,25681.09,63034,116138.24,Category B (Private Ltd),7.42,5183.76,0,1,5,1,1,1,5,78.54,507
FLUCTUATING,73772.01,192735,388564.29,Category B (Private Ltd),14.33,905103.52,0,0,1,0,0,1,2,61.46,704
STABLE,143251.6,255851,626906.28,Category A (MNC/Govt/PSU),4.77,246012.2,0,0,1,0,0,1,2,49.69,753
STABLE,72112.43,171440,259787.12,Category A (MNC/Govt/PSU),0.67,4536.08,0,0,0,0,0,0,1,18.53,662
STABLE,55893.05,136545,180211.37,Category B (Private Ltd),4.05,9078.57,0,0,1,0,0,0,2,70.55,656
STABLE,111214.97,242361,430024.86,Category C (Partnership/Proprietorship),4.38,16451.08,0,0,3,0,1,1,4,81.66,590
FLUCTUATING,70494.97,163084,399147.98,Category C (Partnership/Proprietorship),3.52,749235.06,0,0,3,1,0,1,4,83.05,608
FLUCTUATING,23980.74,42887,65034.1,Unlisted,4.55,560.61,0,0,5,1,1,1,5,78.73,497
STABLE,32601.92,64219,107801.71,Category A (MNC/Govt/PSU),5.84,242590.32,0,0,1,0,0,0,2,79.12,723
STABLE,112400.01,189275,323503.79,Unlisted,15.71,340814.1,0,0,3,0,1,0,4,12.09,744
FLUCTUATING,105855.59,285677,730292.96,Category A (MNC/Govt/PSU),6.15,310456.95,0,0,5,1,1,1,6,70.37,637
STABLE,123596.86,286847,648636.25,Category A (MNC/Govt/PSU),7.23,1182867.9,0,0,5,1,1,1,5,77.61,725
UNSTABLE,90074.02,155222,161625.41,Category A (MNC/Govt/PSU),7.35,249333.51,0,0,4,0,1,1,5,46.08,681
STABLE,59689.9,125423,344600.64,Category A (MNC/Govt/PSU),6.03,147065.41,0,0,1,0,0,0,2,15.58,743
STABLE,62550.96,125431,324177.8,Category B (Private Ltd),7.91,139382.41,0,0,2,1,1,0,2,15.34,724
FLUCTUATING,57378.21,130082,275852.78,Unlisted,7.06,9644.81,0,0,4,1,1,1,5,36.66,598
FLUCTUATING,127257.12,276158,341266.55,Category B (Private Ltd),0.34,10991.81,0,0,4,1,1,1,5,48.74,552
STABLE,84390.72,144229,331553.76,Category A (MNC/Govt/PSU),3.79,471759.25,0,0,2,0,0,1,3,38.72,758
STABLE,54736.43,121375,344387.22,Category B (Private Ltd),9.65,437072.12,1,2,2,0,0,1,2,36.73,607
STABLE,17223.23,44064,87952.66,Category A (MNC/Govt/PSU),3.14,193377.78,0,0,1,0,0,1,2,40.68,746
FLUCTUATING,10209.81,30926,69556.13,Category A (MNC/Govt/PSU),1.47,790.95,0,0,1,0,1,0,1,94.16,497
FLUCTUATING,71725.12,144911,398924.11,Category A (MNC/Govt/PSU),7.33,10593.97,0,0,5,1,1,1,6,57.35,642
STABLE,11442.1,33728,90554.79,Category C (Partnership/Proprietorship),3.19,116734.93,3,0,2,0,0,1,2,32.1,589
UNSTABLE,49792.19,114280,308738.71,Category C (Partnership/Proprietorship),9.53,348395.59,0,0,0,0,0,0,1,46.64,679
STABLE,77039.72,131257,253576.76,Unlisted,10.63,320752.92,0,0,2,0,0,1,3,77.68,717
STABLE,50057.93,134052,376670.89,Category C (Partnership/Proprietorship),0.05,43047.78,0,0,4,1,1,1,5,92.65,595
UNSTABLE,81691.61,180097,454672.64,Category A (MNC/Govt/PSU),2.91,377822.6,0,0,1,0,0,0,1,93.03,606
STABLE,41538.19,83663,131826.16,Category A (MNC/Govt/PSU),0.69,294128.32,0,0,4,1,0,1,4,64.56,723
UNSTABLE,83452.79,213333,376114.85,Category A (MNC/Govt/PSU),6.42,248131.89,0,0,2,0,0,0,2,29.81,671
STABLE,95583.71,226396,468297.74,Unlisted,1.76,817487.91,0,0,1,0,1,0,1,76.21,686
STABLE,69799.09,126151,177922.16,Category C (Partnership/Proprietorship),0.96,491678.63,0,0,0,0,0,0,0,13.39,746
STABLE,11521.36,33036,49650.86,Category A (MNC/Govt/PSU),6.58,118976.75,0,0,5,1,1,1,6,66.94,708
FLUCTUATING,118069.57,227002,564105.21,Category B (Private Ltd),3.33,428356.54,0,0,3,0,0,1,4,33.69,702
STABLE,100904.09,178474,483244.19,Category B (Private Ltd),1.59,385469.62,0,0,2,0,0,1,2,35.66,740
FLUCTUATING,12208.54,28435,31412.73,Unlisted,3.54,1669.44,1,0,5,1,1,1,6,21.85,507
STABLE,95971.18,203447,566701.21,Category A (MNC/Govt/PSU),1.39,651419.3,0,0,4,1,1,1,5,12.32,761
STABLE,128671.91,224089,628111.42,Category B (Private Ltd),4.03,306987.58,0,0,2,1,0,1,3,79.63,685
STABLE,13124.31,38536,60906.07,Unlisted,0.26,23342.72,1,0,4,1,1,0,5,17.62,610
STABLE,75321.9,126722,153402.83,Category B (Private Ltd),0.03,145289.93,0,0,2,0,1,0,3,28.68,711
STABLE,70259.31,143465,165186.21,Category B (Private Ltd),1.71,13161.61,0,0,5,1,1,1,6,40.34,683
STABLE,24798.15,81057,113127.52,Category B (Private Ltd),2.95,294325.42,0,0,5,1,1,1,5,15.35,745
UNSTABLE,15891.81,49420,117974.05,Category B (Private Ltd),4.81,185501.76,0,1,1,0,1,0,2,19.56,594
FLUCTUATING,24985.6,67804,154459.22,Category A (MNC/Govt/PSU),6.03,4843.13,0,0,5,1,1,1,6,76.43,597
FLUCTUATING,13567.53,35557,96776.48,Category B (Private Ltd),8.0,36444.46,2,0,4,1,1,1,4,27.69,573
STABLE,26782.72,74347,119358.76,Category B (Private Ltd),2.4,362744.76,0,0,2,0,1,0,2,63.36,698
UNSTABLE,107684.09,258568,609938.2,Category A (MNC/Govt/PSU),1.5,429094.88,0,0,2,0,0,1,2,15.47,681
STABLE,67041.65,142976,286650.24,Category B (Private Ltd),4.27,483567.21,0,0,5,1,1,1,5,71.86,722
FLUCTUATING,6959.65,14428,28512.47,Category B (Private Ltd),0.59,22309.21,0,0,2,1,0,0,3,26.72,636
STABLE,167627.92,293358,756096.71,Unlisted,4.37,1086093.03,0,0,1,0,0,0,1,35.44,712
STABLE,108978.26,190338,416207.89,Category B (Private Ltd),13.84,15429.44,0,0,0,0,0,0,1,54.01,721
STABLE,55064.46,137948,353604.38,Category A (MNC/Govt/PSU),2.04,104524.31,0,0,1,0,0,0,1,48.32,727
STABLE,42647.01,93446,220971.13,Category A (MNC/Govt/PSU),6.46,69077.03,0,0,3,0,0,1,4,10.04,758
STABLE,132494.02,239234,268014.27,Unlisted,0.53,641922.87,0,0,0,0,0,0,1,26.98,705
